dataset,model,n_layers,epochs,Recall@10_mean,Recall@10_std,NDCG@10_mean,NDCG@10_std,Recall@20_mean,Precision@10_mean,Precision@20_mean,NDCG@20_mean,F1@10_mean,F1@20_mean,MRR@10_mean,MRR@20_mean,HitRatio@10_mean,HitRatio@20_mean,val_Recall@10_mean,val_Recall@20_mean,val_Precision@10_mean,val_Precision@20_mean,val_NDCG@10_mean,val_NDCG@20_mean,val_F1@10_mean,val_F1@20_mean,val_MRR@10_mean,val_MRR@20_mean,val_HitRatio@10_mean,val_HitRatio@20_mean,infer_total_s_mean,infer_ms_per_user_mean,train_seconds_mean,best_val_NDCG@10_mean,epochs_mean,n_layers_mean,Recall@20_std,Precision@10_std,Precision@20_std,NDCG@20_std,F1@10_std,F1@20_std,MRR@10_std,MRR@20_std,HitRatio@10_std,HitRatio@20_std,val_Recall@10_std,val_Recall@20_std,val_Precision@10_std,val_Precision@20_std,val_NDCG@10_std,val_NDCG@20_std,val_F1@10_std,val_F1@20_std,val_MRR@10_std,val_MRR@20_std,val_HitRatio@10_std,val_HitRatio@20_std,infer_total_s_std,infer_ms_per_user_std,train_seconds_std,best_val_NDCG@10_std,epochs_std,n_layers_std
amazon_video_games,LightGCN,4,50,0.00582885658712379,0.0003569297833204604,0.0037200673601823545,0.00027476832801711244,0.008419609921384007,0.001557632398753894,0.001107438644479903,0.004522552933783731,0.002458169451248129,0.0019573228906256167,0.00519310299912078,0.005557570353352078,0.014702530202872122,0.019983283944988984,0.014264196195198356,0.02071942628987035,0.004462770275256438,0.0032285440188915947,0.010630485778662655,0.012648769826259803,0.006798033072018661,0.005586407039891808,0.016867465998526437,0.017934868780266816,0.03948048114530293,0.054829901852261824,0.023256843337245908,0.0026506545859637464,108.08132612499564,0.010630485778662655,50.0,4.0,0.0001908720626207821,7.521840997349494e-05,4.196246872269299e-05,0.00023791558952151296,0.00012461635336329503,6.999135224801183e-05,0.00047566306472395306,0.0004808744974722101,0.0008877229272508105,0.0008443929325618446,0.00012921714994091723,0.00018625815776730185,9.264909991505927e-05,3.993222054075966e-05,7.788765685484837e-05,7.729249236480907e-05,0.00011261977044900483,5.9306499879654425e-05,0.00012735351026476458,0.00012871663596544173,0.0007319324929849258,0.0006843493834769167,8.109288937267682e-05,9.24240818015464e-06,8.769872105367641,7.788765685484837e-05,0.0,0.0
amazon_video_games,LightGCN,5,50,0.005828977226019831,0.0002834268493786122,0.003760552898188772,0.0002520827574254664,0.008687089754750094,0.0015804270192234634,0.0011625256439480281,0.004659651206646138,0.0024863157440893763,0.002050575688649963,0.0053222875909221925,0.005747060847890875,0.014968467441683763,0.020971050832003648,0.014328749966714469,0.02063038809508776,0.004542100214006347,0.0032691314294148034,0.010696224299205512,0.012691668566335327,0.006897522331869125,0.005643871730588838,0.016988825577213887,0.018060883969712397,0.04001549701129068,0.055346468895284474,0.027475809697837878,0.0031315032707816136,124.5263806146686,0.010696224299205512,50.0,5.0,0.00028638177916241573,8.942027426441624e-05,3.512886940374382e-05,0.00024737321957240264,0.0001340339247810609,6.174407033813305e-05,0.000414945274258041,0.00040305810581554104,0.0007804360832829634,0.0006514105386931933,0.00012289576381361862,0.00018859633988869973,4.1988807751239585e-05,4.1190896542259056e-05,4.6346088290677225e-05,5.1846438155122256e-05,5.285257991383334e-05,6.693009041386658e-05,3.595498078873093e-05,2.481323197057465e-05,0.0006406816970771652,0.0007058935307250027,8.626753459742884e-05,9.832178549969115e-06,7.149744867709991,4.6346088290677225e-05,0.0,0.0
amazon_video_games,LightGCN,6,50,0.0059087317165333825,0.0003956201203568965,0.0038583738545555045,0.00017627165410362416,0.008749192356699445,0.001614618949927817,0.0011663247473596232,0.004733390886337971,0.0025356657382333055,0.002058191744596583,0.005481910237437933,0.005882056780340373,0.01527239571461135,0.020971050832003648,0.014461028220000728,0.02061428980127128,0.004626964799645783,0.0032940373404176816,0.010744529620163541,0.012689709671414362,0.007010332045530845,0.0056801935488937985,0.01713665775266395,0.018194143156803566,0.04051361523134824,0.05567854770865619,0.03152409999165684,0.0035928994747728336,137.69011976965703,0.010744529620163541,50.0,6.0,0.0001532524248857063,5.291538742186819e-05,1.937170242987917e-05,0.00010126795891223929,0.00010074091744920549,3.207226678014167e-05,0.0002320373497669107,0.00019603612143141854,0.0005181286261296953,0.00016118230708606115,0.00021622112895726316,1.7448948023742153e-05,0.00011853279023104584,5.806252299408261e-05,7.804198781499057e-05,4.873962471667209e-05,0.000155483518876563,8.702914604532477e-05,0.00012629367905494525,0.00011341508300392427,0.0008466381747165357,0.000791796315175076,0.00013506207758767029,1.539344399221231e-05,17.683024094821143,7.804198781499057e-05,0.0,0.0
amazon_video_games,LightGCN,8,50,0.005669992402115929,0.0003388238370192452,0.003695398414047285,9.598058261755676e-05,0.008814880782717187,0.001580427019223463,0.0011929184712407871,0.004664924821766908,0.002471695662945928,0.0021012775635897516,0.005267215667261256,0.00571880460084932,0.014816503305219969,0.02127497910493124,0.014214867695596475,0.02020386956092476,0.004538410449413328,0.003213784960519519,0.010588229346618233,0.012476018677667419,0.006880076352953761,0.00554518145134604,0.016727364758414128,0.017737418936646692,0.03975721348977935,0.05431333480923917,0.0397150216352505,0.004526444225581319,173.4719355883232,0.010588229346618233,50.0,8.0,5.180328778465522e-05,7.748680971951664e-05,2.726369594713049e-05,1.8643005025493118e-05,0.0001258820267310261,4.104231898753603e-05,0.00015554597016390057,0.00017452929810566836,0.00040563324413157474,0.0006732028397032661,0.00021987944639404407,0.00018724070616928015,8.82077565337018e-05,3.850017850104993e-05,9.29474534766737e-05,0.00011604040373968251,0.00012490892396130283,5.081791995477944e-05,0.00023062848021362055,0.00023018965624772755,0.0007457524511625586,0.0005447872134983912,8.66264988357486e-06,9.87309081784461e-07,45.664313775323066,9.29474534766737e-05,0.0,0.0
amazon_video_games,NCL,1,50,0.008466903341924263,0.00038167337568907345,0.006123351775797605,0.000633874456092128,0.012739603678678728,0.002697363422232353,0.0019565382569713546,0.007476115479465297,0.004090289947551513,0.0033920614743158457,0.010047648596201138,0.01072640737937375,0.025150064584757995,0.034761796216093,0.018338631766925798,0.02706150932799548,0.006392517157405357,0.004643568740314368,0.014142074558238937,0.017017427774389207,0.009478427343521879,0.007926686209014358,0.024028193608390636,0.025517380960177128,0.056268910043539226,0.07755885174525866,0.018200008014294628,0.0020743113761448177,73.27306858366744,0.014142074558238937,50.0,1.0,0.00042338549082058846,0.00019549700372720305,7.521840997349498e-05,0.0006163839712711506,0.00026501458199994514,0.0001274667294557825,0.001838813592020825,0.0017778464426884432,0.0014214943343112006,0.0006710554567531231,0.0005547939068866599,0.000565979663301546,0.0004025734395095814,0.00017045454499041966,0.001031454672057342,0.0009692842440072242,0.0005163435979328979,0.0002725001038556683,0.002544604596469556,0.0024988544912053993,0.00240415841955509,0.0018106182785603022,0.0004978489250609798,5.674138648974011e-05,0.43184724738927704,0.001031454672057342,0.0,0.0
amazon_video_games,NCL,2,50,0.007542346085496632,0.0005137157859577201,0.004938587994054126,0.0006488801048110773,0.011671227313650645,0.0021806853582554517,0.001645011777220576,0.006234179194607313,0.003374515735562447,0.002882566381201926,0.0070800664059155055,0.00772368984231573,0.02062913152496011,0.029974925917483478,0.01748851720542502,0.02560082216426594,0.005636115415836469,0.004177735960445724,0.012714195688386415,0.01540671516979837,0.008520549185638457,0.007181495818134606,0.02024567975420311,0.021698035607385032,0.05066046786215039,0.07159988192753303,0.017652382996554177,0.002011896853949644,72.67514994066248,0.012714195688386415,50.0,2.0,0.0012618487943398462,0.0004030990154152735,0.00026616779871724045,0.0008513893149769419,0.0005414030651386511,0.0004479585871938164,0.0013768726523090765,0.001449968134043605,0.0034204592038135024,0.004264483002933601,0.0012667127983639764,0.0015917330923275672,0.0006827510332790108,0.0004353316337021031,0.001160929650465,0.0012706126271192172,0.0009320019061852267,0.0007062172022591369,0.0024742428767791785,0.0025046917214050766,0.005532863215892533,0.006170793457807247,0.00016475797485969923,1.877797753130843e-05,0.11807277509146838,0.001160929650465,0.0,0.0
amazon_video_games,NCL,3,50,0.008263308373826316,0.000837986474717658,0.005886550686216979,0.0008075929867488661,0.012719835984514545,0.0026935643188207583,0.0019318440847959882,0.007270685352196514,0.004060561985033242,0.0033538247941733977,0.009072605690453877,0.009749482507860062,0.024542208038902818,0.03430590380670162,0.018965937601881363,0.02752585503942526,0.006503210095195926,0.004674931739355029,0.014485070289796198,0.01728552182254199,0.0096834746819439,0.007991804237943245,0.024225464236810258,0.02567065920576155,0.05665633532580622,0.07761419821415394,0.017934483961046983,0.0020440487760482085,72.72612597133654,0.014485070289796198,50.0,3.0,0.0007107634264799717,0.0003556171848290118,0.00017152857241044454,0.0007730885613720744,0.0004986720156637351,0.00028280284429783214,0.0016871545337202394,0.0016671280120608863,0.002533748499435161,0.0022870476321392597,0.0010089857676330695,0.0013467341474462866,0.000560413175382345,0.00033605481818049375,0.0008310704760288128,0.0009160845734276227,0.0007518441611135094,0.0005464571971645767,0.0013030432631491002,0.0013172002521639424,0.0034679861670752514,0.003722458651063862,0.00013116715542676118,1.4949527630130278e-05,0.20605236832463034,0.0008310704760288128,0.0,0.0
amazon_video_games,NCL,4,50,0.007473293998074715,0.0004209003187809742,0.005117731306774664,0.000406954457632894,0.0117129565049226,0.002249069219664159,0.0017209938454524733,0.006468866716086708,0.00345281404901491,0.003000625613041274,0.007477977260858501,0.008168903104307172,0.021047032900235546,0.031076665906845987,0.017525996951182555,0.026342178806056216,0.005780016234964209,0.004282894251346764,0.013151748451168071,0.01602667368688856,0.008686097975210106,0.007365199740128587,0.02121581696659182,0.022676825345906666,0.05161980665633533,0.07281750424322929,0.01762901267890508,0.002009233266344322,71.16380163532449,0.013151748451168071,50.0,4.0,0.0007272804657439556,0.0002645769371093406,0.00013747820927529996,0.0004928618099083876,0.0003413858810905115,0.00023060260510410343,0.000943003516314263,0.0009472312015125882,0.0019304530075089283,0.0019900920680356827,0.0005995036962879456,0.0006267483424405731,0.0005824512839998982,0.0003391850094558377,0.0010052572829742366,0.0010401881492484815,0.0007277299136598894,0.0005245699306847272,0.00259909006475791,0.002598959224170345,0.004413010899425723,0.004367425206405314,0.00012372829965925534,1.4101698160389042e-05,2.0724315461474294,0.0010052572829742366,0.0,0.0
amazon_video_games,NCL,5,50,0.00891653454590513,0.0010158105682262233,0.006101944378042803,0.0008622601703795401,0.012906516293221669,0.002704961629055543,0.001909049464326419,0.00735908176063977,0.004148656232082437,0.0033241561984355505,0.009300491591920814,0.009918738821686845,0.025264037687105844,0.034153939670237825,0.018769304454590702,0.026804753173006762,0.006468157331562246,0.004560549036971441,0.014468138933241134,0.017098958670824935,0.009616754193385126,0.007793202989821224,0.024230464453510726,0.025602361246061245,0.05658254003394583,0.0763412294295624,0.01778243330772966,0.002026719091375617,75.91249016965351,0.014468138933241134,50.0,5.0,0.0009480779820729488,0.00044213468660363653,0.0002570508293296449,0.0008708175894875063,0.000628821210006989,0.00041935348932128967,0.0014751291293068824,0.0014642525028272678,0.003664116578126126,0.0036392158695625087,0.001085076635387786,0.0016414157056626004,0.0006671845355941678,0.00046969558355716457,0.001041849058511421,0.0012246062668738317,0.0008777063048246454,0.0007553059359722177,0.0018171881779126058,0.0018826476571324048,0.004253003921015071,0.005235111549690709,3.600114480895197e-05,4.1031621619502865e-06,4.868449517089439,0.001041849058511421,0.0,0.0
amazon_video_games,NCL,6,50,0.00677128398446224,0.0003040932039147807,0.004417048211495265,7.681643857975532e-05,0.010928073832839733,0.0018805561887394575,0.0015158422612263505,0.0057519699122232535,0.002942791676105415,0.002661811056102574,0.0062546358107105765,0.006957792280297345,0.017969759136843705,0.02784742800699035,0.01639708194765629,0.024287250792591652,0.005191498782377684,0.003928676850416943,0.012039862102877242,0.014681273761571486,0.007885641900181208,0.006762646940100946,0.0191569722494562,0.020597974419009814,0.047081396206922,0.0677809755737584,0.017841193281734984,0.002033416147906882,72.47373668832006,0.012039862102877242,50.0,6.0,0.0005407938359011975,0.00015234357310055024,0.00014242838183386897,0.00015597089307791014,0.0002143215790103965,0.00023569729556923878,8.739881410832507e-05,5.816863924786294e-05,0.0012287031098545884,0.002102246840248754,3.8019924523170466e-05,0.00042514519775378664,9.80741927533172e-05,0.0001659830257098792,0.0003869620864127581,0.00038576861129662295,0.0001139894512754391,0.0002601316773941288,0.0014415347226823345,0.0013816523351872071,0.0004874121767258106,0.0022075464088080463,0.00010083969854943884,1.1493013283501221e-05,0.06243046840450857,0.0003869620864127581,0.0,0.0
